x,cdf(x)-1/2,ccdf(x)
21.71875,0.4213968699469408618803124805554632488353474558127512346003808000349477697740611013159960866679161620301888075684849229938154830136212406362629010935902,0.07860313005305913811968751944453675116465254418724876539961919996505223022593889868400391333208383796981119243151507700618451698637875936373709890640985
21.75,0.4214485641579203730655679094429719711412367185961157724886846394256436058508562174117883064218735329607889445760762680522183037853874803288002672688356,0.07855143584207962693443209055702802885876328140388422751131536057435639414914378258821169357812646703921105542392373194778169621461251967119973273116445
21.78125,0.4215001536202259056691868558581520384908799144610985506688130872152587274115769605688668825298555382146446851943613735319947010453692433295742542058728,0.07849984637977409433081314414184796150912008553890144933118691278474127258842303943113311747014446178535531480563862646800529895463075667042574579412722
21.8125,0.421551638691139583364104986698552344981861166082369786730844075545645414654403354412868292276235600417668440561698783252469869909009628801260141462729,0.07844836130886041663589501330144765501813883391763021326915592445435458534559664558713170772376439958233155943830121674753013009099037119873985853727096
21.84375,0.4216030197262287538245630566993880356949490886726771778833585150909729524498190356029981759411613110573076900171233519448224720425900987131782882801828,0.07839698027377124617543694330061196430505091132732282211664148490902704755018096439700182405883868894269230998287664805517752795740990128682171171981723
21.875,0.4216542970793566011797454834292995053538402696056300679557071689275140390344256575193347041806344902221852825814061460001652582043233217811892227510583,0.0783457029206433988202545165707004946461597303943699320442928310724859609655743424806652958193655097778147174185938539998347417956766782188107772489417
21.90625,0.4217054711026926780536931039915983837881194039899312719382109230873425883105142030895739919264810216137634789989730389601519177817315083563696173581016,0.07829452889730732194630689600840161621188059601006872806178907691265741168948579691042600807351897838623652100102696103984808221826849164363038264189839
21.9375,0.4217565421467233579123250488694500295097034429705496416565662858736699212207998511934632851025203691801475764749994041105231178888642808954378866705189,0.07824345785327664208767495113054997049029655702945035834343371412633007877920014880653671489747963081985242352500059588947688211113571910456211332948113
21.96875,0.4218075105602622084309449931919958154588861463422923495492151136354137035462648929595064973638891936023296872599101995310013449751752425258240158197564,0.07819248943973779156905500680800418454111385365770765045078488636458629645373510704049350263611080639767031274008980046899865502482475747417598418024358
22,0.4218583766904602865882348777934228895885025046792125509158634678927407858771166293469932471188493634028489140799390704524135751009060877273866442765226,0.07814162330953971341176512220657711041149749532078744908413653210725921412288337065300675288115063659715108592006092954758642489909391227261335572347743
22.03125,0.4219091408828163561854533845695430991194195405537337650585356495105366080834392385386001631686481611932297586821218200656839170484875383835635398794352,0.07809085911718364381454661543045690088058045944626623494146435048946339191656076146139983683135183880677024131787817993431608295151246161643646012056484
22.0625,0.4219598034811870284823558722066384716363359498758713406691615381572080803033417169592433048731607489964006177510563767643716679142888095706094486360819,0.07804019651881297151764412779336152836366405012412865933083846184279191969665828304075669512683925100359938224894362323562833208571119042939055136391811
22.09375,0.4220103648277968266342360151206823763617219700246816552616993052822677098713161942270696922538476358458437582688415174367160769030847365012896640428859,0.07798963517220317336576398487931762363827802997531834473830069471773229012868380577293030774615236415415624173115848256328392309691526349871033595711414
22.125,0.4220608252632481746074559422534601886225746357145777893393939035273600701196319075829003841149943821482539115601489158439861650491258794706625294824564,0.07793917473675182539254405774653981137742536428542221066060609647263992988036809241709961588500561785174608843985108415601383495087412052933747051754363
22.15625,0.4221111851265313112438801609193176969411296588051936150201993111547740050891855073821216275187234715273116874766606103830754178117984584399865917561174,0.07788881487346868875611983908068230305887034119480638497980068884522599491081449261787837248127652847268831252333938961692458218820154156001340824388263
22.1875,0.4221614447550341301377579074676074056491296538085157191878910699108992355563636483626600233873514269800462692665549229276144200878846273823153962205743,0.0778385552449658698622420925323925943508703461914842808121089300891007644436363516373399766126485730199537307334450770723855799121153726176846037794257
