0,0
1,-3.459664764618811264288465569716083056297898542819091701179280282829233030257643697393578744129192216809480343424219234789171752391966236414069865985873e-148
2,5.514019926460369467612318458277568661696187735880877362304390803217447747192335597253153897872582527442714152890190517094024535005277569193833147243106e-140
3,0.1994711402007163389699730299671909342379293155824673288329629148353289629496509192506261669536534682151512794313175913427554959772763429389003191864552
4,-0.1591549430918953357688837633725143620344596457404564487476673440588967976342265350901138027662530859560728427267579580368928151313391820997623497220007
5,0.04986778505017908474249325749179773355948232889561683220824072870883224073741272981265654173841336705378781985782939005878227818788335855407129097942817
6,-1.05613516742747278350386170350582632276335624027677465721999930054119491816351997514466199711757552210699876709712309461330247144404536560100091803906e-109
7,-0.00623347313127238559281165718647471669493529111195210402603009108860403009217659122658206771730167087968870952142309992747628035108152515037744769729482
8,0.002652582384864922262814729389541906033907660762340940812461122400981613293903775584835230046044229783655210002492508530039511078874228825261759341053384
9,-5.194560942726987994009714322062263912446075926626753355025075907170025076813826022145974187678681837040378490533844082863595853217113905007350494643881e-4
10,-1.040085283353578187550092941727265745024962024263030799415955156915690264567646816281853654467004420942855651804233247889801444171238336005187629760835e-80
11,3.246600589204367496256071451288914945278797454141720846890672441981290528075432011755189002192339689380632432761149815980528339591534034834046180835285e-5
12,-1.052612057486080263021718011722978584883992366008309846214731382129787194983235473058541327536628411777470540215902289803419027090238835989229182959617e-5
13,1.623300294602183748128035725644457472639398727070860432841055106506263631519016539744105354578034163819611421277190186620818332401682436167001365384248e-6
14,-1.463081730058195001859761811767403570502535098081707367455660483058324721251912017857720015658532243310047269368924090040008446741042129563582793304109e-52
15,-6.763751227509098950533482190185239469233019079035383414084389042410621311155543678588237801342866827982243899387369164161094828691900951030692380281383e-8
